	random_trimmed_F1_S1_R1_001.fastq	random_trimmed_F2_S2_R1_001.fastq	random_trimmed_F3_S3_R1_001.fastq	random_trimmed_F4_S4_R1_001.fastq	random_trimmed_M1_S5_R1_001.fastq	random_trimmed_M2_S6_R1_001.fastq	random_trimmed_M4_S7_R1_001.fastq
Y_RNA.826:misc_RNA	2553.84480845951	443.038547563547	1427.42437293099	3472.03845513326	2890.17457297605	1803.94287788086	3203.83931346432
SNORD2:snoRNA	2410.2	1093.13333333334	3560.26666666663	5081.6333333333	5751.46666666663	3634.19999999997	4972.06666666663
SNORD89:snoRNA	2406	55	1590	403	1202	622	416
RPL7A:processed_transcript	2400.76856763926	759	3338.08131608081	3516.76185669049	3828.83333333333	1768.86011904762	2800.64285714286
Y_RNA.846:misc_RNA	2374.5713957611	428.089918414918	1340.22243336729	3337.91050403846	2807.03783161284	1737.83035200094	3093.42639860141
SNORD38A:snoRNA	2204	795	1975	2643	2986	1794	3643
SNORD58A:snoRNA	2200.20000000001	90.0000000000001	537.8	1309.20000000001	1565.80000000001	679.800000000004	1183.2
RPS3A:retained_intron	2138.66348357525	574.083333333333	3186.28448879552	2614	3860.32692307692	2095.11558441558	2627.70952380952
SNORD73A:snoRNA	2134	574	3184.5	2611	3854	2091.5	2627.5
C6orf48:protein_coding	2109.5	720	3195.5	3290.5	3209	1800	3477.5
RPPH1:antisense	2040.5	148.5	950	1507	1023.5	611	1437
SNORD70:snoRNA	2035	696	1955	2678	3584	2329.33333333333	2404.66666666667
SNORD116-24:snoRNA	1953.48076923077	215.466346153846	669.265064102564	1985.89957264957	2081.45299145299	1009.22382478632	2257.52574965884
RNY3:misc_RNA	1901.89109403362	160.910484791272	1117.14281546171	1210.03710166739	1805.53818777227	1083.54729296225	1155.0891179621
SNORD114-3:snoRNA	1897	298	1129	2994	2265	1575	4235.5
RPL17:protein_coding	1818.86441798942	244.52695970696	978.042613636362	1844.01993857258	2678.25644570484	1050.44827586207	1547.36190476191
HSPA8:protein_coding	1775.73975044563	52.4466089466089	1785.34176081916	4168.43944111444	4240.04824561404	3181.14418979713	3916.87721007064
SNORD58C:snoRNA	1774	331.5	845.5	1690	1940	1275.5	1704
SNORD93:snoRNA	1772	472	2767	4491	3716	1834	1733
HSPA8:retained_intron	1730.20209447415	47.273088023088	1749.74289344126	4130.04585414586	4228.48859649123	3157.04908114761	3868.75684666211
SNORD110:snoRNA	1718.16666666667	293.166666666667	943.499999999999	2122.5	2599	1570.5	1962.16666666667
SNORD70.1:snoRNA	1679.5	223.5	975	1703.5	2956	1196.83333333333	1115.66666666667
RPL5:retained_intron	1674.16666666667	863.5	1661.81666666667	2361.20887445887	3007.5	1774.98174603175	2298
SNORD21:snoRNA	1674	862.5	1659	2358.5	3002.5	1769	2297
PWAR5:TEC	1639.5	496.333333333333	2373.66666666667	3238.00000000001	2944.00000000001	2044.58333333333	2978.00000000001
RP11-701H24.5:sense_intronic	1639.5	495.333333333333	2368.66666666667	3241.00000000001	2944.00000000001	2044.58333333333	2964.00000000001
SNORD64:snoRNA	1639	495.333333333333	2366.66666666667	3236.00000000001	2940.00000000001	2042.58333333333	2961.00000000001
SNORD57:snoRNA	1637	160.166666666667	510	1385.75	1380	607.750000000001	938.666666666668
Y_RNA.132:misc_RNA	1586.175512719	103.923096445891	984.850224381611	875.446789826181	1335.95101223478	658.659921322229	789.615262433906
RN7SK:misc_RNA	1571.9990803717	138.567029786756	986.271117925948	1551.62239551085	1107.49698931337	834.591364549823	2069.16780034311
RPS8:processed_transcript	1565.2	435.15873015873	1521.8266955267	1984.36507936508	2131.37878787879	1024.24285714286	2481.01190476191
SNORD14D:snoRNA	1521.5	1.33333333333333	1569.11111111111	3769.66666666667	3962.83333333334	3004	3525.16666666667
SNORD116-3:snoRNA	1514.36666666667	685.666666666667	787.833333333333	1572.21428571429	2024.33333333333	1612.43333333333	3039.59285714286
SNORD116-9:snoRNA	1514.36666666667	685.666666666667	787.833333333333	1572.21428571429	2024.33333333333	1612.43333333333	3039.59285714286
RNY4P20:misc_RNA	1487.07637362637	206.221428571428	1205.15711233211	1539.67057387057	1761.05833333333	730.236507936509	1698.54583806998
SNHG1:lincRNA	1440.4	248.466666666667	1141.74444444444	1518.16666666666	847.733333333334	654.433333333335	1132.6
SNORD24:snoRNA	1423.5	509.5	2244.5	2001	2198.5	1028.5	1628
SNORD46:snoRNA	1411	890	1921	1806.5	2462	1944.5	2691.5
SNORD18B:snoRNA	1405.33333333334	1039.83333333334	2220.66666666666	2632.16666666666	3440.33333333334	2460.16666666666	2504.16666666666
SNORD116-5:snoRNA	1402.03333333333	664.5	716.5	1454.38095238095	1930.16666666667	1566.1	2880.58333333333
SNORD116-7:snoRNA	1402.03333333333	664.5	716.5	1454.38095238095	1930.16666666667	1566.1	2880.58333333333
RPL3:protein_coding	1390.38888888889	1581.38888888889	2961.5704906205	4155.06121933622	8131.31457431456	3553.90873015874	2686.47785547786
SNORD55:snoRNA	1387	400.5	1298.5	1757	1832	879	2248
SNORD114-14:snoRNA	1364	63	219	1004.25	874.25	392	1111
SNORD45A:snoRNA	1349.4	349.933333333333	1114.8	2171.66666666667	1224.93333333333	532.4	1164.86666666666
SNORD52:snoRNA	1333.5	476.5	2003.5	2045.5	2233	1296.5	2478.5
Y_RNA.110:misc_RNA	1293.12121212121	93.9182539682539	832.978751803752	768.25376856172	1173.42114718615	572.61385003885	691.940305016621
MT-TF:Mt_tRNA	1281	1289	861	3235	3974	1632	3158
SNORD11B:snoRNA	1234	546	1502	1895	2138	1339	1573
SNHG14:antisense	1213.00206552706	193.474964387464	488.358580950113	1517.69633699634	1875.0995014245	979.427717026981	1742.02167965477
SNHG16:lincRNA	1210.49999999999	216.583333333334	811.550476190478	1292	2206.5119047619	1491.29999999999	1894.45238095238
SNORA73B:snoRNA	1209	14	1198	290.333333333333	367	160	151.333333333333
SNORD117:snoRNA	1208	265	711	1589	2096	1171	1513
SNORD116-15:snoRNA	1188.13076923077	175.633012820513	460.281730769231	1037.31742979243	1482.12243589744	973.376602564103	1339.57019410328
SNHG16:retained_intron	1184.99999999999	193.583333333334	730.476190476193	1210.5	2062.58333333333	1403.69999999999	1826.66666666666
SNORD1C:snoRNA	1184.99999999999	193.583333333334	730.333333333335	1204	2060.33333333333	1402.99999999999	1822.66666666666
Y_RNA.27:misc_RNA	1156.38787878788	78.418253968254	734.939862914863	642.319265637744	1018.07781385281	492.841414141414	594.227417027417
SNORD116-17:snoRNA	1152.64148351648	178.436584249084	466.400778388278	1021.8333028083	1469.53751526251	957.891681929182	1336.1674163255
SNORD116-19:snoRNA	1152.64148351648	178.436584249084	466.400778388278	1021.8333028083	1469.53751526251	957.891681929182	1336.1674163255
MT-TV:Mt_tRNA	1148	250	1436	3829	2370	1499	2766
SNORD92:snoRNA	1126	403	911	1209	1631	875	1370
SNORD112:snoRNA	1120.5	424	949	2062.5	1896.5	1702.5	3608
RPL13A:nonsense_mediated_decay	1118.91673669468	618.866666666667	1191.86626145403	1749.98924379117	1764.95770504006	1375.72063492064	2282.41526610644
SNORD116-16:snoRNA	1118.39148351648	265.269917582418	587.050778388278	1568.30433455433	1742.84584859585	1010.11668192918	2077.35908299217
SNORD111B:snoRNA	1118	400	1165	1361	1914	1132	1317
SNORD36C:snoRNA	1117	167.5	850	1481	1727.5	704.5	1082.5
SNORD32A:snoRNA	1108.4	618.6	1179.6	1742.80000000001	1762.89090909092	1373.60000000001	2280.2
ZFAS1:antisense	1094.5	586.388888888889	475.5	1711.27777777778	1692	1372	1535.5
SNORD12:snoRNA	1089.5	585.5	468.5	1696.5	1692	1371	1513.5
SNORD116-2:snoRNA	981.166666666667	98.4791666666667	234.395833333333	579.897619047619	1023.4	541.4375	798.639180672269
SNORD37:snoRNA	954.5	275.5	635.5	1082	898.5	533.5	1515.5
SNORD113-8:snoRNA	921	492	1006	1629	1932	1260	2353
SNORD113-9:snoRNA	915	414	1161	1456	1582	909	2195
SCARNA9:antisense	881.833333333333	302.833333333333	1252.5	1878.16666666667	2202.27777777778	1252.16666666667	1436.5
Y_RNA.48:misc_RNA	877.297402597402	56.818253968254	440.789862914863	561.202598971077	761.399242424243	364.619985569986	523.377417027417
SNORD116-18:snoRNA	872.991483516483	359.269917582418	32.3841117216117	1173.53052503053	1778.64584859585	22.8500152625153	1787.8424163255
SNORD116-1:snoRNA	855.466666666667	136.566666666667	267.1	640.314285714286	1001.76666666667	559.9	943.333333333333
SNORD114-22:snoRNA	852	449	1360.5	1917	1533.5	1485.5	4028.5
SNORD113-7:snoRNA	831	968	2347	3376	2475	1926	5949
Y_RNA.169:misc_RNA	813.128888268595	276.758272283272	514.161354331943	1873.52817525612	1537.69887057387	908.606989252578	1818.67001887002
PAQR5:protein_coding	774.134363284933	429.029695753274	820.593140937554	1890.77039691736	2403.56375467207	1369.39070939912	2252.39212292542
WDR74:protein_coding	766.976609715116	113.596614400907	754.213435314872	1249.30551603877	808.086687181409	383.083167332285	1523.25827287223
snoU18.1:snoRNA	754.333333333335	649.333333333336	1263.66666666666	1535.66666666666	2135.33333333334	1494.66666666666	1562.66666666666
SCARNA15:retained_intron	746.000000000001	159.666666666667	685.5	1140.27142857143	1004.53333333333	452.833333333333	899.483333333334
SCARNA15.3:scaRNA	746.000000000001	159.666666666667	685.5	1140.2	1004.53333333333	450.833333333333	899.483333333334
SNORD3A:snoRNA	745.109926739926	137.621993255532	417.050821065399	1076.0351882026	885.263226495726	469.700134999409	1631.56253357754
AC105339.3:miRNA	744.000000000001	158.666666666667	684	1138.2	1004.53333333333	450.333333333333	898.983333333334
TAF1D:retained_intron	741.766666666667	345.8	488.967532467533	770.172222222222	937.922222222221	594.130158730159	904.795604395604
SNORD25:snoRNA	719.999999999999	123.833333333333	568.333333333331	757.333333333331	423.166666666667	325.666666666667	561.999999999999
SNORD67:snoRNA	716	220	651	493	866	474	574
snoU2-30.2:snoRNA	692	277	1005.5	1642.16666666667	1971.5	1071.83333333333	1264
SNORD3C:snoRNA	687.359926739926	134.621993255532	377.967487732066	1046.0351882026	835.513226495726	429.200134999409	1609.7292002442
GNB2L1:retained_intron	683.397660818713	212.107843137255	658.173388363443	868.920512820513	757.928379772962	420.704816017316	947.91455854517
SNORD116-6:snoRNA	660.166666666667	103.979166666667	265.895833333333	518.683333333333	839.9	499.4375	792.139180672269
RP11-701H24.4:lincRNA	658.974816849817	88.7699175824176	219.317445054945	633.466636141636	887.870848595849	517.108348595849	674.834082992171
Y_RNA.298:misc_RNA	654.841775681214	371.063478030557	667.658717477259	1835.98647203431	2267.27173496184	1441.56902535583	2441.76477723026
MT-TM:Mt_tRNA	648	154	749	1289	1127	589	1282.5
SNORD126:snoRNA	647	178	313	723	1086	504	625
SNORD68:snoRNA	644.25	79.5	398.75	901.75	982.75	350	451.75
SNORD96A:snoRNA	636.666666666667	208.833333333333	625.833333333333	821	722.666666666667	398.833333333333	907.5
Y_RNA.236:misc_RNA	633.347128361834	196.671664446664	361.525608555979	1345.22518657813	1122.05926018426	659.73670120729	1357.20154290154
Y_RNA.607:misc_RNA	615.459658884967	371.313478030557	661.005957736999	1813.98849501133	2250.13372442165	1427.53341097021	2423.30068576617
TMEM107:protein_coding	603.416666666667	130.166666666667	597	382.666666666667	679.25	472.75	382.75
MT-TI:Mt_tRNA	598	288	675	1111	1599	801	630
SNORD61:snoRNA	596.5	178.5	498.5	828.5	1271.5	517.5	676.5
SNORD91B:snoRNA	586	260	670	927	1211	513	928
SNORD116-22:snoRNA	572.141483516483	111.269917582418	258.550778388278	689.990445665446	903.470848595849	426.441681929182	882.634082992171
Y_RNA.504:misc_RNA	567.146552210369	220.229205644172	398.424279518009	902.565621990392	923.785720783702	663.145472456308	1135.15229739913
SNORD114-9:snoRNA	560	195.666666666667	653.385714285714	999.281818181818	865.833333333333	605.452380952381	1707.68051948052
Metazoa_SRP.45:misc_RNA	552.273321139508	81.8598034446871	438.423400598274	1487.20672730713	600.669230946962	336.727504488929	1867.74160848131
SNORD56:snoRNA	546.416666666667	262.833333333334	552.666666666668	1042.91666666667	1249.74999999999	780.500000000002	919.666666666669
RPL23A:protein_coding	538.416666666667	187	617.210864281917	868.512284499127	885.580808080808	524.5	788.90404040404
SNORD33:snoRNA	525.75	77.5	304.75	415.833333333333	502.166666666666	286.666666666667	444.333333333333
MT-CO1:protein_coding	525.333333333333	79.9833333333333	336.783333333333	834.916666666667	533.216666666667	491.55	974.933333333333
AHNAK:protein_coding	514	16	540.5	319	513.166666666667	133	309.666666666667
MTRNR2L12:protein_coding	509.647619047619	53.9166666666667	164.33253968254	700.705158730159	385.121428571428	256.09246031746	765.083333333333
Y_RNA.335:misc_RNA	504.436363636364	10.1500360750361	162.96259018759	92.6589105339105	176.319949494949	92.8584776334776	63.4190836940837
RNY4P27:misc_RNA	498.565507711953	18.9372938494678	532.317951213322	188.28457006404	324.889323655411	209.105453067346	133.115343725351
SNORD116-29:snoRNA	495.4	19.3333333333333	39.6	215.7	302	135	272.333333333333
Y_RNA.845:misc_RNA	495.171608946609	8.62301587301587	158.548196248196	77.953354978355	156.560353535353	86.6473665223665	50.9857503607504
Y_RNA.149:misc_RNA	494.734458902829	328.358537745386	551.934007283165	1614.44401593055	1952.20567040232	1246.73354822985	2160.7493163021
SNORD22:snoRNA	492.749999999999	4.16666666666667	222.083333333333	79.6666666666667	120.166666666667	93.5833333333333	26.5833333333333
SNHG24:lincRNA	491.5	78.6666666666667	522.385714285714	1115.78181818182	903.833333333333	484.952380952381	1215.68051948052
SNORD51:snoRNA	491	281.5	619.5	736.5	1168.5	622	632
SNORD113.6:snoRNA	490	278	763	1317	835	937	2954
SNORD114-26:snoRNA	487.5	77.6666666666667	518.385714285714	1107.78181818182	896.833333333333	482.952380952381	1210.68051948052
MALAT1:lincRNA	477.5	41	465.25	687.5	344.5	219	944.5
SNORD113-4:snoRNA	474	520	1081	1916	1504	1232	2251
Y_RNA.271:misc_RNA	473.575505050505	7.97222222222222	144.390570299266	68.8106268661206	142.883172468304	81.4025252525253	43.6830983026948
RP11-403P17.4:lincRNA	470.204155915292	204.751068665968	466.127055702076	948.935494266251	1194.55641561291	714.930816952953	1100.31958305666
SNORD121B:snoRNA	469.833333333333	363	1159	1056.16666666667	2187.83333333333	1880.33333333333	1993.66666666667
SNORD116-20:snoRNA	454.664102564103	60.9663461538462	154.223397435897	438.159096459096	609.705769230769	394.859935897436	434.239638547727
Y_RNA.17:misc_RNA	447.501125569496	306.541871078719	521.280142548865	1491.25060069811	1839.27827219666	1153.71816361446	1978.64727433822
Y_RNA.798:misc_RNA	446.204155915293	199.751068665968	452.127055702076	929.935494266251	1174.55641561291	703.930816952953	1085.31958305666
LRP1:protein_coding	442.666666666667	14	124.666666666667	167.333333333333	213	109.8	197.166666666667
COL1A1:retained_intron	441.611111111111	55	95.3333333333333	391.333333333333	218	93.9	167.5
MT-ND5:protein_coding	441.25	100.25	350.083333333333	1019.89285714286	604.295238095238	559.75	1179
MT-TN:Mt_tRNA	428	109	541	1037.5	553	714.5	997
RN7SL2:miRNA	426.244414735591	46.1742424242424	297.81948051948	1144.05302321861	458.795634920635	217.713229927254	1203.49812723508
SNORD116-14:snoRNA	424.730769230769	75.9663461538462	127.081730769231	281.16742979243	494.522435897436	297.709935897436	456.217416325505
SNORD4A:snoRNA	419	160	438	465	426	260	517
Y_RNA.350:misc_RNA	417.433333333333	16.3	150.834523809524	141.244444444444	318.133333333333	138.591666666667	149.242857142857
SNORD91A:snoRNA	415	223	703	812	1012	506	691
SNORD4B:snoRNA	414.5	163.5	494.5	711.5	720	446	654
SNORD113-3:snoRNA	409	385	716	1070	1061	666	1369
SNORD118:snoRNA	406.416666666667	118.166666666667	514	280	596.75	430.083333333333	307.083333333333
Y_RNA.575:misc_RNA	397.190719578966	207.594882581521	410.692588126458	960.443017534447	1172.34623413554	700.385544105596	1118.46562736851
RPS11:retained_intron	396.753968253968	108.333333333333	284.6	656.744588744589	780.133333333333	459.095238095238	599.722222222222
VTRNA1-1:misc_RNA	395.833333333333	67.6666666666667	194.916666666667	492.5	439.5	231.833333333333	141
SNORD113-6:snoRNA	395	135	572	1031	856	627	1519
Y_RNA.496:misc_RNA	394.516534115307	208.421876536998	405.886034811352	929.644815466057	1169.70341092138	676.559987352408	1087.17885630205
Y_RNA.582:misc_RNA	392.70941731906	207.905209870331	405.431489356806	929.120539741782	1167.52916849713	675.869178161599	1086.20682833002
Y_RNA.790:misc_RNA	392.313292202346	207.833781298902	405.284663959981	928.800332171574	1166.16802131099	675.239957382378	1086.66218547288
Y_RNA.265:misc_RNA	391.766534115307	208.421876536998	405.636034811352	928.644815466057	1167.32841092138	675.934987352408	1085.05385630205
Y_RNA.439:misc_RNA	391.766534115307	208.421876536998	405.636034811352	928.644815466057	1167.32841092138	675.934987352408	1085.05385630205
SCARNA5:scaRNA	390.5	207	835	768.5	1213.5	494.5	608
SNORD3B-1:snoRNA	389.276593406593	81.526755160294	215.788916303494	630.713759631173	472.441797924298	219.771563570838	831.443485958485
SNORD3B-2:snoRNA	389.276593406593	81.026755160294	220.288916303494	628.047092964506	475.858464590964	218.521563570838	826.693485958485
MT-TT:Mt_tRNA	389	219	675	1545	1139	692	1135
Y_RNA.443:misc_RNA	388.479958869013	207.833781298902	403.610421535738	924.296363917606	1162.95968797765	673.638766906187	1081.20385213954
Y_RNA.576:misc_RNA	388.39662553568	207.833781298902	403.610421535738	923.963030584272	1162.70968797765	673.583211350632	1081.09274102843
Y_RNA.648:misc_RNA	385.956575581861	207.64818120997	403.316844639051	929.667973702434	1161.11046758636	672.981160560366	1082.39401949883
Y_RNA.678:misc_RNA	385.956575581861	207.64818120997	403.316844639051	929.667973702434	1161.11046758636	672.981160560366	1082.39401949883
Y_RNA.554:misc_RNA	384.339908915194	207.514847876637	399.296570468777	918.885198458682	1157.78187733603	670.19535469956	1072.86272812938
Y_RNA.461:misc_RNA	383.506575581861	207.514847876637	399.296570468777	918.301865125349	1153.74021066937	670.139799144004	1072.50161701827
Y_RNA.215:misc_RNA	382.706575581861	207.64818120997	405.077955750162	924.835198458682	1158.09302452218	674.662021366226	1077.94844241509
Y_RNA.14:misc_RNA	381.502965439102	195.496306761206	413.679797404818	869.119459986193	1127.47061192385	654.558686305823	1035.04571569595
Y_RNA.28:misc_RNA	380.555372452379	195.212973427872	414.507196394717	864.112914068671	1126.34492022424	655.350505597642	1034.37017413225
Y_RNA.687:misc_RNA	379.919632105769	195.396306761206	413.390908515929	864.262875218632	1123.7745974311	653.340737587874	1032.48109099317
Y_RNA.849:misc_RNA	379.469632105769	196.167735332634	417.300432325453	867.639065694823	1114.340506522	659.297880445017	1030.98585289793
SNORD35A:snoRNA	377.7	62.3333333333333	240.333333333333	451.483333333333	965	136.75	517.916666666667
Y_RNA.588:misc_RNA	376.159247335665	195.912973427872	413.969894807415	860.673947479704	1111.25801546234	655.723882221019	1026.05251540209
Y_RNA.225:misc_RNA	360.317146010475	182.267031553807	266.860214719342	740.60304205609	875.849423288238	610.437817130535	1192.34639029269
SNORD19.2:snoRNA	359.5	87	306.333333333333	513	249.5	249	290
SNORD19B.1:snoRNA	359.5	87	306.333333333333	513	249.5	249	290
SNORD105:snoRNA	359	77	344	455	580	229	336
RNU2-2P:snRNA	357.488304857558	56.7983072004537	367.106717657436	615.152758019385	381.043343590705	188.229083666142	748.129136436115
